          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
          (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8) (   1,    8)
         
node   2 sent_total    699  recv_total   5670

node   3  (   1,    0) (   0,    0) (   1,    3) (   1,    5) (   1,    5) (   1,    7) (   1,    9) (   1,    9) (   1,    9) (   1,    9)
          (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9)
          (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9)
          (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9)
          (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9)
          (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9) (   1,    9)
